Timestamp,Source MAC,Destination MAC,Packet Length,Source IP,Destination IP,Protocol,Source Port,Destination Port,TTL,Window Size,Checksum
1665162905.930714,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,63764.0
1665162906.020445,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,1110.0
1665162960.943342,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,25830.0
1665162961.036322,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,5787.0
1665163015.945308,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,5084.0
1665163016.048607,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,10459.0
1665163070.936942,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,34301.0
1665163071.028691,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,15173.0
1665163125.939231,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,63308.0
1665163126.029364,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,19861.0
1665163180.932437,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,44581.0
1665163181.053455,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,24556.0
1665163235.943445,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,57944.0
1665163236.036460,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,29236.0
1665163290.954997,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,30474.0
1665163291.044075,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,33913.0
1665163345.966565,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,62647.0
1665163346.055673,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,38590.0
1665163400.948965,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,29058.0
1665163401.041664,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,43297.0
1665163455.950649,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,38548.0
1665163456.039790,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,47987.0
1665163510.959652,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,21578.0
1665163511.049319,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,52668.0
1665163565.941948,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,42701.0
1665163566.031894,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,57375.0
1665163620.964826,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,2429.0
1665163622.095760,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,60899.0
1665163675.965188,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,26121.0
1665163676.056805,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,1194.0
1665163730.956735,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,17374.0
1665163731.052280,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,5893.0
1665163785.958490,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,28156.0
1665163786.047896,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,10581.0
1665163840.949609,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,36340.0
1665163841.083162,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,15276.0
1665163895.951689,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,2533.0
1665163896.044151,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,19968.0
1665163950.974353,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,45489.0
1665163951.065494,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,24631.0
1665164005.976666,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,23106.0
1665164006.066688,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,29320.0
1665164060.976175,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,14099.0
1665164061.068558,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,34009.0
1665164115.968992,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,18979.0
1665164116.077738,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,38692.0
1665164170.976528,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,62219.0
1665164171.066120,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,43389.0
1665164225.960418,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,27665.0
1665164226.057549,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,66,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,48095.0
1665164280.967270,b0:c5:54:59:2e:99,3c:18:a0:41:c3:a0,263,192.168.137.132,52.53.92.145,6.0,59435.0,443.0,64.0,5281.0,1126.0
